NAME	sulfate assimilation	response to hypoxia	DNA-binding transcription factor activity	ribonuclease activity	nucleobase-containing compound metabolic process	transcription, DNA-templated	regulation of transcription, DNA-templated	steroid biosynthetic process	cellular iron ion homeostasis	response to oxidative stress	macromolecule biosynthetic process	response to temperature stimulus	cellular response to starvation	response to pH	response to heat	response to toxic substance	negative regulation of metabolic process	response to organic substance	response to inorganic substance	response to metal ion	cellular response to iron ion starvation	response to acidic pH	gene expression	regulation of gene expression	positive regulation of macromolecule biosynthetic process	positive regulation of macromolecule metabolic process	negative regulation of macromolecule metabolic process	RNA metabolic process	heterocycle biosynthetic process	nonribosomal peptide biosynthetic process	regulation of nucleobase-containing compound metabolic process	regulation of metabolic process	siderophore biosynthetic process	aromatic compound biosynthetic process	catechol-containing siderophore biosynthetic process	urea metabolic process	cellular homeostasis	regulation of cellular metabolic process	negative regulation of cellular metabolic process	regulation of cellular biosynthetic process	negative regulation of cellular biosynthetic process	positive regulation of cellular biosynthetic process	response to nutrient levels	response to lipid	cellular nitrogen compound metabolic process	nucleobase-containing compound biosynthetic process	response to decreased oxygen levels	regulation of growth	homeostatic process	macromolecule metabolic process	cellular nitrogen compound biosynthetic process	secondary metabolite biosynthetic process	negative regulation of transcription, DNA-templated	positive regulation of transcription, DNA-templated	negative regulation of growth	negative regulation of nucleobase-containing compound metabolic process	positive regulation of nucleobase-containing compound metabolic process	response to copper ion	positive regulation of biological process	negative regulation of biological process	positive regulation of cellular process	negative regulation of cellular process	chemical homeostasis	regulation of cellular process	chaperone cofactor-dependent protein refolding	regulation of nitrogen compound metabolic process	negative regulation of nitrogen compound metabolic process	positive regulation of nitrogen compound metabolic process	negative regulation of RNA metabolic process	transition metal ion homeostasis	cellular chemical homeostasis	regulation of macromolecule metabolic process	cellular response to chemical stimulus	response to nitric oxide	nitrogen cycle metabolic process	response to host iron concentration	regulation of primary metabolic process	nucleic acid metabolic process	inorganic ion homeostasis	transcription regulator activity	organic cyclic compound biosynthetic process	response to nitrogen compound	response to oxygen-containing compound	cellular response to oxygen-containing compound	regulation of cellular macromolecule biosynthetic process	positive regulation of transcription regulatory region DNA binding	reactive nitrogen species metabolic process
cellular chemical homeostasis	-0.017925736235598042	-0.04481887110362154	-0.05215430616146278	-0.043383157127232286	-0.05880545026124368	-0.05582329947724495	-0.05568207332328267	-0.02181110029210861	0.9209348582794636	-0.0365058670143422	-0.05778899989021818	-0.031312905390291856	0.5295548688276678	-0.02908509788253904	-0.02908509788253904	-0.03850120316259861	-0.009620935154896282	0.039812122567660535	-0.002364066193852424	0.036502669167506774	0.777497900923594	-0.02651286907118822	-0.057920327561204174	-0.056735289349975314	-0.0365058670143422	-0.037871214348720456	-0.04545823524636783	-0.057501575225782406	-0.04576121319298905	0.21985021950589678	-0.05582329947724495	-0.0447049729451171	0.2434928631402177	-0.03450878895718753	0.17432033397821012	-0.013216898749116874	0.6530909090909085	-0.04290419671758761	-0.003520673221416273	-0.05613069235832662	-0.0425734106243443	-0.0365058670143422	0.5125814280240144	0.09122492435279589	-0.03894851854232277	-0.057087137665100866	-0.04545823524636783	-0.04376367614879601	0.592036491494821	-0.05940580008373016	-0.030176899063475263	0.19052761493366352	-0.03966870095902232	-0.03414634146341621	-0.0365058670143422	-0.04122036651606497	-0.034979288579130845	-0.02181110029210861	-0.04481887110362154	-0.024619960343687963	-0.03850120316259861	-0.006737559866872035	0.8707317073170723	-0.045578672805867845	-0.015689790429224373	-0.05637205556674064	-0.043383157127232286	-0.037871214348720456	-0.040210627094301114	0.8221874301051226	1.0	-0.05683582089552184	0.005658129839189827	-0.02784684236698145	-0.02651286907118822	0.21194241208402056	-0.05637205556674064	-0.05816157786471985	0.8623575241667877	-0.05278646312304526	-0.03606498031585132	-0.03231856874909931	0.010531354715176513	0.060351002865329746	-0.04169148302561019	-0.013216898749116874	-0.023509655751470435
regulation of macromolecule metabolic process	-0.024808464064209855	-0.07428377307213235	0.5728043546529885	0.0011422044545971028	0.4651490260502231	0.8388139137046188	0.8531294792164357	-0.03292579590848539	-0.04893846707448735	0.04066760695815717	0.6778529235510656	0.06552299261377194	-0.06375442739079083	-0.027525131641934143	0.06127333652465264	-0.04576765907764162	0.311225632982299	-0.022873481057898496	0.04162401910610735	0.048734101985022996	-0.03695652173913035	-0.03221928348160623	0.788808817295464	0.9854913769504516	0.1777150916784202	0.19377486543412115	0.3247265757131584	0.7084606653278618	0.6535335689045937	-0.03221928348160623	0.8589621744915418	0.9761497614976148	-0.024154589371980378	0.64536009860891	-0.01601553021111383	-0.016615760537569118	-0.06110403888438847	0.8970111964467475	0.26622787108488416	0.8955419990614735	0.2521509693701963	0.1777150916784202	-0.06761691600895313	-0.007801072647489032	0.3602385107620709	0.6867836676217766	-0.06968091103844808	-0.002735354456348101	-0.07617299529654713	0.4388687454677302	0.5676855895196505	-0.018865671641790524	0.2175985121469255	0.15335463258785947	-0.009167842031029692	0.22886836027713606	0.1615112160566707	0.018399709478271194	0.2137923225002832	0.23582185197052236	0.18937536485697562	0.25301612357650266	-0.07241746538871123	0.7839035631980146	0.018039980497318822	0.9064908533754295	0.26750428326670445	0.19377486543412115	0.22546972860125267	-0.06075768406004287	-0.05683582089552184	1.0	-0.09309828321235188	-0.036224061412978195	-0.03221928348160623	-0.016615760537569118	0.9064908533754295	0.6076686351160275	-0.06466183287768948	0.6107375607737664	0.6013659548716174	-0.052062284559610074	-0.008118765947576	-0.01542354500542234	0.24887659868648454	0.009285277947464598	-0.024154589371980378
cellular response to chemical stimulus	0.09207708779443069	0.05093513728611329	-0.09912612495108945	-0.07160909856781823	-0.11810902371419772	-0.11327654640324665	-0.11269653730800674	-0.027201632097926143	0.012115563839704878	0.44166991806476774	-0.12167497249368972	0.04901531728665176	0.1203616246120632	0.057168922000912566	0.057168922000912566	0.5292376017764616	-0.08002233181352864	0.1417943107221028	0.18661755678330222	0.0451815842150414	0.022919780767314043	0.06604222892522475	-0.11223846735568407	-0.10468384074941417	-0.05462348809988318	0.022091125894313612	-0.07744433688286617	-0.12040774440719701	-0.11959944800254776	-0.03492617875853236	-0.09909467957008398	-0.09441867424809233	-0.029895366218237532	-0.11983601387574891	-0.024377503047186968	-0.015020653398421357	0.19233433387208587	-0.08992981883466629	-0.07464945021688739	-0.11454949564028011	-0.06942937730527292	-0.05462348809988318	0.11549668874172307	0.09807868252515933	-0.10136147482248721	-0.11860473682271912	0.0764762826718284	-0.03964711987545438	0.1720546756346279	-0.08788931816710195	-0.12383900928792568	-0.04169148302561019	-0.06202290076335773	-0.04950495049504937	-0.013265704252827085	-0.06590160209067084	-0.008365942517878823	0.02686161169670249	-0.012335853561480285	-0.07185886402753887	0.019245003700961032	-0.07744433688286617	-0.0057755775577537005	-0.0284458421184295	-0.018298261665141598	-0.08931077177053261	-0.07160909856781823	0.022091125894313612	-0.06335797254487943	0.0026258205689303547	0.005658129839189827	-0.09309828321235188	1.0	0.11090400745573245	0.0155580250833468	-0.015020653398421357	-0.08931077177053261	-0.11381870434678486	-2.8595939376569655E-4	-0.10143493320138501	-0.12105893308500743	0.18158421504146388	0.30975008799718456	0.4837662337662347	-0.06711409395973068	0.044686443860310336	0.1285500747384144
response to nitric oxide	-0.017057569296376033	0.3345540151713312	-0.04542737597130892	-0.038625390514058604	-0.0422491934244893	-0.03310410244249438	-0.03266770065916987	-0.020539152759947756	-0.025806451612904395	-0.033077377436504754	-0.03914708212305212	-0.028756290438534733	-0.0318191333472881	0.21958150348747213	-0.026866442779641724	-0.03470715835140841	-0.003094869658373806	-0.028756290438534733	0.4803921568627454	-0.02960222016651114	-0.02203856749311394	0.24264499859904792	-0.039548746875199964	-0.035914976789640715	-0.033077377436504754	-0.03419438766028669	-2.516356316050933E-4	-0.03826709731779246	-0.03770007656688634	-0.024656766601288398	-0.03310410244249438	-0.0367150508421949	-0.02203856749311394	-0.03786649356269562	-0.018887015177068527	-0.012738853503187531	0.015319426336376613	-0.03503211991434687	0.002935290193462812	-0.034052931081203254	0.009198813056379812	-0.033077377436504754	-0.03246753246753279	-0.015020653398421381	-0.037215271094000656	-0.036996071551164994	0.35983895319577286	-0.038926734325039174	0.009198813056379812	-0.03731644601228288	-0.040624999999999876	-0.02784684236698145	0.018854988001371618	-0.031128404669262116	-0.033077377436504754	0.013679020200413707	-0.0318191333472881	-0.020539152759947756	-0.03975935129479569	-0.017685699848408357	-0.03470715835140841	-2.516356316050933E-4	-0.031128404669262116	-0.037529953917050586	-0.015020653398421381	-0.03479694550503242	0.006532235160466462	-0.03419438766028669	0.017042606516292864	-0.028756290438534733	-0.02784684236698145	-0.036224061412978195	0.11090400745573245	1.0	0.06444382179882513	-0.012738853503187531	-0.03479694550503242	-0.04028593929847924	-0.02960222016651114	-0.04590622813156059	-0.03872065328342983	0.8529139685476407	0.6015037593984968	0.2557050906963151	-0.03727865796831213	-0.012738853503187531	0.17263544536271558
nitrogen cycle metabolic process	-0.016547574276046532	0.08989661445622817	-0.018027970974464576	-0.03610561374716469	-0.03804500883279132	-0.02919152176672152	-0.02876741206804254	-0.01980420839428047	-0.024656766601288398	-0.031211998378595993	-0.03504907090222171	-0.02733598409542798	-0.03008926000575904	-0.025622648270917512	-0.025622648270917512	-0.03265912043050594	-0.03812671288086385	-0.02733598409542798	0.007490636704121338	-0.028099305500119173	-0.021194605009632123	-0.02360515021459052	-0.035437407102451676	-0.031919670190620295	0.033238751520067375	0.02851323828920503	-0.037531453917344734	-0.03419785062172592	-0.03364904677266195	-0.02360515021459052	-0.02919152176672152	-0.020327469307854836	-0.021194605009632123	-0.03381014304291284	-0.018263757115750685	0.5275222866845911	-0.034246956134985684	-0.01740698856234925	-0.036862603025089334	-0.03011311294682635	-0.03554298985207044	0.033238751520067375	-0.030668432424894736	-0.014623770273857915	-0.005769970509039604	-0.03296731293470232	0.08453107007293112	-0.036368788966558235	-0.03554298985207044	-0.03980409365002966	-0.027097446586764197	-0.02651286907118822	-0.033495344615564096	0.04152712659075682	-0.031211998378595993	-0.034594946318186735	0.038583357327957694	-0.01980420839428047	0.005235834405643292	-0.04115996258185134	0.026349972165524	-0.037531453917344734	-0.029470864032151392	-0.021740200906046652	-0.014623770273857915	-0.016998564114464456	-0.03610561374716469	0.02851323828920503	-0.033880903490759826	-0.02733598409542798	-0.02651286907118822	-0.03221928348160623	0.0155580250833468	0.06444382179882513	1.0	-0.012452242818734718	-0.030835279272484254	-0.03614981258272118	-0.028099305500119173	-0.01997321239748977	-0.034636655802491326	0.04805619861100019	0.020533880903491647	0.07492089415126815	-0.03492617875853236	-0.012452242818734718	0.6936416184971109
response to host iron concentration	-0.010165184243961255	-0.015408008109479654	-0.01619088197699232	-0.015234681303911934	-0.016780068552719105	-0.01652811895039965	-0.01651571656899305	-0.011307420494696139	0.24044585987260764	-0.014289359530494554	-0.016696269982237933	-0.01341831600134051	0.16230705240780327	-0.012991880074955525	-0.012991880074955525	-0.014585232452141552	-0.01558323895809834	-0.01341831600134051	-0.01532567049808497	-0.013599660008503734	0.2995594713656365	-0.012452242818734718	-0.01670721467479066	-0.01660715768496237	-0.014289359530494554	-0.014493895234345777	-0.015482872072769629	-0.016672192488040815	-0.016656605354261046	-0.012452242818734718	-0.01652811895039965	-0.01662939086962263	-0.0117474302496334	-0.016661186013373228	-0.010787902138322827	-0.008456659619454453	0.1119680851063845	-0.01658248912504059	-0.01536784175276385	-0.016554961855638647	-0.015133601324192983	-0.014289359530494554	0.15485471296952544	-0.009405125793560572	-0.01682707629549359	-0.016637172714003168	-0.015482872072769629	-0.01528134039185807	0.0976590210451635	-0.016828597358923295	-0.016736401673640013	-0.013216898749116874	-0.014749680896325806	-0.01391304347826148	-0.014289359530494554	-0.014959056031981733	-0.014049357611609583	-0.011307420494696139	-0.015408008109479654	-0.016067190067554905	-0.014585232452141552	-0.015482872072769629	0.1704347826086938	-0.016651917587964995	-0.009405125793560572	-0.016575893914279095	-0.015234681303911934	-0.014493895234345777	-0.01482396541074803	0.1999329084199928	0.21194241208402056	-0.016615760537569118	-0.015020653398421357	-0.012738853503187531	-0.012452242818734718	1.0	-0.016575893914279095	-0.016727228436288336	0.18912027199319975	-0.01625130059951446	-0.01668461943941521	-0.013599660008503734	-0.01482396541074803	-0.01212488632919079	-0.015020653398421357	-0.008456659619454453	-0.0117474302496334
regulation of primary metabolic process	-0.02471969630087386	-0.06619449007621282	0.626577943047265	-0.07762867797163767	0.4701931587442078	0.9012734343511366	0.9163231295500394	-0.03276961788284892	-0.04859423811176643	0.03815728245695685	0.7151306157047082	0.04921488492148824	-0.06190888079066393	-0.024978007239584255	0.043812463044951705	-0.040610840745091366	0.29639473229591606	-0.019186921918692187	0.07017543859649156	0.058714179488646226	-0.036759879217539856	-0.030835279272484254	0.7001657174422371	0.8910619744627841	0.19958543085578923	0.21738581705487212	0.2844361103669972	0.699089224460829	0.7092422531551966	-0.030835279272484254	0.9324502445560409	0.9123036381835639	-0.022843639228042438	0.7008868583714056	-0.01475960621487936	-0.016575893914279095	-0.05566006418059095	0.9899318234586404	0.32380618072337963	0.9692845950760909	0.29511247331837365	0.19958543085578923	-0.0656957013574658	-0.006581568656385789	0.3794267653185832	0.7433322842320069	-0.06056790784891484	-0.02942653545978949	-0.07038476273876616	0.3889627077647734	0.6220703124999999	-0.015214702752452043	0.24372061973241366	0.17251087791144074	-0.04255679174245934	0.26962603285834486	0.18158614919955196	0.02305576686757558	0.2292569951256293	0.22275701286004346	0.21287128712871248	0.3099919635681756	-0.07166624008190457	0.870795252761364	-0.006581568656385789	0.9898897838066976	0.311875663463894	0.21738581705487212	0.25240294594931983	-0.06022800602280059	-0.05637205556674064	0.9064908533754295	-0.08931077177053261	-0.03479694550503242	-0.030835279272484254	-0.016575893914279095	1.0	0.6001378513813082	-0.06406223188239987	0.6664094340077652	0.6560788822417521	-0.036778584911056546	9.986268880290037E-4	-0.0129745454545457	0.27816756087494837	-0.0024567842765805302	-0.022843639228042438
nucleic acid metabolic process	-0.025057778859019837	-0.07965691140848999	0.39913955155907843	0.18341428457679745	0.833000735216889	0.6462254851338284	0.6321175297680631	-0.03336640278593238	-0.049918216514206075	-0.010238188442892268	0.5250810086710956	0.02424498926811585	-0.06908751017618615	-0.034790680779359706	0.013339118326657096	-0.05127126284786935	0.17398102061212983	-0.033435109888448715	-0.014671676507425442	0.010473102253731131	-0.03751251934808352	-0.03614981258272118	0.6041922216610144	0.6025441617598044	0.09509470324309678	0.09627394568802185	0.18657175150205224	0.8695557054566007	0.5153459591567733	-0.03614981258272118	0.6372691683017735	0.5868683890465484	-0.027861240098333732	0.5071998683452645	-0.019550837241812405	-0.016727228436288336	-0.07713674786674933	0.5917463625200015	0.14235052201813905	0.6075982500093481	0.1443264036993483	0.09509470324309678	-0.07318053072457342	-0.011218517654457435	0.6307892520860445	0.5481251207151856	-0.07826535266007015	0.07481822612570492	-0.09336070638416594	0.6230914976592438	0.4295175023651843	-0.029302625741136592	0.14098767408355994	0.09811730629978253	0.07594326839109851	0.14742328776698257	0.10350060805853446	-0.0043935129881959665	0.1097565818210697	0.19997659723847397	0.09208390935865825	0.1298209434673117	-0.0745836350470676	0.4885398242253729	-0.0015417854280993352	0.6001378513813082	0.14543355362688087	0.09627394568802185	0.14631512642850725	-0.062275159466731005	-0.05816157786471985	0.6076686351160275	-0.11381870434678486	-0.04028593929847924	-0.03614981258272118	-0.016727228436288336	0.6001378513813082	1.0	-0.06638335582364904	0.4290292686693954	0.46274025360607496	-0.05677629856397663	-0.04445244308467527	-0.032008249757360156	0.09561729134235382	-0.00704411197499044	-0.027861240098333732
inorganic ion homeostasis	-0.01863715783342956	-0.04954771412272864	-0.058670269227058085	-0.04779896318425534	-0.06722344622636683	-0.06335448267261161	-0.06317264217028584	-0.022873481057900557	0.8529139685476407	-0.039582965188195526	-0.06589843578845928	-0.03355001048437857	0.4959283893827304	-0.03100544085861407	-0.03100544085861407	-0.04193971166448326	-0.015765681622892543	0.03313063535332441	0.07229832572298323	0.15930043383947837	0.7130703789636496	-0.028099305500119173	-0.06606926204210228	-0.06453174155037535	-0.039582965188195526	-0.04119326131975012	-0.050330292544825864	-0.065524944154877	-0.05376824365923462	0.20036720683324064	-0.06335448267261161	-0.052628877883554415	0.22119102861562157	-0.0425669138987424	0.15669489159765712	-0.013599660008503734	0.5726657376070086	-0.05069046341532298	-0.009544756608705374	-0.06375070619369029	-0.04681784930504823	-0.039582965188195526	0.4806436002903458	0.08055189205640584	-0.04751174917916685	-0.0649873229309886	-0.050330292544825864	-0.04826130046968747	0.651060716898318	-0.0680091266428312	-0.03846153846153836	0.17414514500072056	-0.04332881991459209	-0.036823935558112766	-0.039582965188195526	-0.045186736134782066	-0.03779449244732037	0.14760543245174995	-0.04954771412272864	-0.03129560564293871	-0.04193971166448326	-0.012818496382510014	0.9390103567318762	-0.05357121066054871	-0.01623211930607705	-0.06406223188239987	-0.04779896318425534	-0.04119326131975012	-0.04397617956939923	0.9666596770811485	0.8623575241667877	-0.06466183287768948	-2.8595939376569655E-4	-0.02960222016651114	-0.028099305500119173	0.18912027199319975	-0.06406223188239987	-0.06638335582364904	1.0	-0.059471465482072494	-0.04418767348965266	-0.03470715835141139	0.00458085203848064	0.05247475583512773	-0.045753503002574046	-0.013599660008503734	-0.02474864655839244
transcription regulator activity	-0.024004683840748813	-0.028662170639899613	0.9545006518075737	-0.11206688640565918	0.326271186440678	0.727826031826539	0.7429099401996766	-0.03152482099091743	-0.04590622813156059	0.04990478691969232	0.48384001306682467	0.052728891323700414	-0.04797940569450242	-0.027279253409906643	0.03899682745524862	-0.08441642002316314	0.13805565594506686	-0.012600150653975377	0.11003929974991053	0.11350346765785732	-0.035200686842670456	-0.0423902060765559	0.4648824071477222	0.6231176798661462	0.2587169216626174	0.24813767192796873	0.15009489871015202	0.524022844525594	0.5489778396061341	-0.01997321239748977	0.727826031826539	0.5906873814470237	-0.0124490233955784	0.5417273875449333	-0.004696767945768598	-0.01625130059951446	-0.09591043903254115	0.657491622786022	0.16258013610809705	0.693989340702724	0.18444941990637073	0.2587169216626174	-0.051262837748490026	-0.020157820988716883	0.22350936967632032	0.5789938217122683	-0.01619088197699207	-0.11464179432383356	-0.10681864441278315	0.21998327066111026	0.41206030150753775	0.013012690822145068	0.19241513586726486	0.27514078841512535	-0.07538249392606251	0.1784565582785165	0.26959011118261955	0.037243500408477064	0.1770702634880808	0.058321622164224214	0.24295457470081094	0.15009489871015202	-0.06596942880128669	0.5563276248837336	-0.020157820988716883	0.6664094340077652	0.1563630516922582	0.24813767192796873	0.18770104068117285	-0.056152845305758856	-0.05278646312304526	0.6107375607737664	-0.10143493320138501	-0.04590622813156059	-0.01997321239748977	-0.01625130059951446	0.6664094340077652	0.4290292686693954	-0.059471465482072494	1.0	0.5035387177352206	-0.059471465482072494	-0.012866603595079918	-0.03882208124230664	0.213260761999011	-0.01625130059951446	-0.0124490233955784
organic cyclic compound biosynthetic process	-0.0249622822658073	-0.0680511041840455	0.4700111108781787	-0.11546946699611757	0.5588420060726625	0.7406711807443286	0.7256064903893836	0.05380879637018618	-0.02790064647839448	-0.010831174947021432	0.576227581484018	0.013761312408907699	-0.03484673058980897	-0.03198803846720227	0.011236591416240936	-0.06561222438174381	0.12064620989822501	-0.018574382266210082	-0.007724301841948962	0.020401254767439245	-0.015575366328517373	-0.034636655802491326	0.47358740435550334	0.6138545160171157	0.11752833933196541	0.10908928231912579	0.13305012372172476	0.5350790050795674	0.9414508408002947	0.030366694300282982	0.7123807640982553	0.5807314556502464	0.038733476790655044	0.9505638938353259	0.04714342788653618	-0.01668461943941521	-0.04965658272022056	0.6475597900058332	0.1455464585966261	0.6818627643297107	0.15603229016919148	0.11752833933196541	-0.03888901362911704	0.0010071069707824334	0.4571214953271028	0.9046063595760283	-0.06540828169137457	-0.056274719342506635	-0.0655092336613954	0.2050065919851411	0.7760765550239233	0.03948142449884634	0.17091541135573582	0.11952998379254469	-0.05361767970668391	0.16874049572099337	0.11528647384809057	-5.700084361250398E-4	0.10995741317996213	0.04875254582484742	0.10488573151933535	0.13305012372172476	-0.052269043760129676	0.5802526375549985	-0.009910848144290883	0.6560788822417521	0.14761295446523098	0.10908928231912579	0.17726589884827257	-0.040131512049622314	-0.03606498031585132	0.6013659548716174	-0.12105893308500743	-0.03872065328342983	-0.034636655802491326	-0.01668461943941521	0.6560788822417521	0.46274025360607496	-0.04418767348965266	0.5035387177352206	1.0	-0.05495249486583455	-0.03505257886830201	-0.0413899754389159	0.10103764799787136	-0.01668461943941521	-0.026437134952351397
response to nitrogen compound	-0.01863715783342956	0.3003015239181816	-0.058670269227058085	-0.04779896318425534	-0.05907670236204339	-0.04848239200586153	-0.04798446156785334	-0.022873481057900557	-0.02960222016651114	0.07280438239971657	-0.05544845112386636	-0.03355001048437857	-0.03779449244732037	0.18230602966385795	-0.03100544085861407	0.06225425950196419	-0.015765681622892543	0.03313063535332441	0.47564687975646935	-0.03470715835141139	-0.02474864655839244	0.20036720683324064	-0.05591622145122495	-0.05170605791723769	-0.039582965188195526	-0.04119326131975012	-0.012818496382510014	-0.05442572598659715	-0.05376824365923462	-0.028099305500119173	-0.04848239200586153	-0.040389007210489936	-0.02474864655839244	-0.053961087821132604	-0.020843025960733917	-0.013599660008503734	0.09784989050368398	-0.03722007285871638	-0.009544756608705374	-0.04956736344444085	-0.0032004389173359593	-0.039582965188195526	-0.03871279941930837	-0.01623211930607705	-0.040687568402755586	-0.052953567869621625	0.3247876690783267	-0.04826130046968747	0.08403438185808386	-0.05444710598704925	-0.057172557172557155	-0.03231856874909931	0.006353504843246497	-0.036823935558112766	-0.039582965188195526	0.0012660076934312865	-0.03779449244732037	-0.022873481057900557	-0.04954771412272864	-0.03129560564293871	-0.04193971166448326	-0.012818496382510014	-0.036823935558112766	-0.01864619815246422	-0.01623211930607705	-0.036778584911056546	-0.005887004656884418	-0.04119326131975012	0.00458085203848064	-0.03355001048437857	-0.03231856874909931	-0.052062284559610074	0.18158421504146388	0.8529139685476407	0.04805619861100019	-0.013599660008503734	-0.036778584911056546	-0.05677629856397663	-0.03470715835141139	-0.059471465482072494	-0.05495249486583455	1.0	0.5872652313330288	0.21039562986260382	-0.045753503002574046	-0.013599660008503734	0.22119102861562157
response to oxygen-containing compound	-0.021015761821366972	0.32452595585949706	-0.006396162302617585	-0.06734896005282191	-0.056491957207727345	-0.017027027027027016	-0.01487808238049306	0.03209739900387369	0.017042606516292864	0.1670802315963589	-0.047920522060971964	0.10674157303370738	-0.0034423407917385357	0.16944172380019645	0.1175318315377078	0.10941774130519867	-0.013325608342989332	0.3052434456928844	0.609670188920909	0.00458085203848064	0.028047464940670057	0.18377823408624305	-0.040003791828609234	-0.018629878552057364	-0.052109181141440405	0.029458598726114817	-0.008456659619450687	-0.04328558177883146	-0.04032430125880123	-0.033880903490759826	-0.0027027027027028217	-0.011290504685559944	-0.029126213592232775	-0.04119138149556373	-0.023863636363635796	-0.01482396541074803	0.093192573716782	-4.935225169648581E-4	-0.0031545741324931387	-0.02173631776426469	0.006814310051106672	-0.052109181141440405	-0.005904681568957317	0.2364945978391372	-0.06068875893437299	-0.03667481662591692	0.3437028088190885	-0.06827048114434356	0.07904599659284467	-0.05424954792043402	-0.055813953488372085	-0.040210627094301114	0.0211081794195239	-0.0474308300395253	-0.052109181141440405	0.013600572655690363	-0.0034423407917385357	0.03209739900387369	-0.004973577867578708	-0.0405912199426434	0.0265728800312612	-0.008456659619450687	-8.78348704433232E-4	-0.005172413793103676	-0.018007202881151565	9.986268880290037E-4	0.0026411356883461025	0.029458598726114817	0.01851851851851829	0.007490636704121479	0.010531354715176513	-0.008118765947576	0.30975008799718456	0.6015037593984968	0.020533880903491647	-0.01482396541074803	9.986268880290037E-4	-0.04445244308467527	0.00458085203848064	-0.012866603595079918	-0.03505257886830201	0.5872652313330288	1.0	0.5260389268805892	-0.06335797254487943	0.0506485484867207	0.08522114347356986
cellular response to oxygen-containing compound	-0.01597444089456711	0.051861221539574114	-0.03847906435117177	-0.03348434114634719	-0.033841900471021924	-0.04044006432199233	-0.0403658973273869	-0.01898884405411838	0.06963136337039572	0.2363750261014844	-0.041461747127450856	0.05625806451613073	0.04266706310859992	0.15386051722528427	0.06479320324899927	0.2119710255432718	-0.03521559313705421	0.22038709677419363	0.2807463952502134	0.05247475583512773	0.08713272543059877	0.1722976421353462	-0.03131823436228974	-0.02790507364975446	-0.029233660471913704	0.09475819645311223	-0.03470715835141028	-0.04131358418816436	-0.041218004219357965	-0.022455853832808147	-0.025251158273495833	-0.016264809810850232	-0.02026342451874456	-0.04124606534245119	-0.017568076295648227	-0.01212488632919079	0.07673915518615654	-0.013378502526412555	-0.03413441579408583	-0.04060113925584794	-0.03299989687532392	-0.029233660471913704	0.03982746225736976	0.12104890148830766	-0.028697713150983375	-0.041099212477822805	0.08945770065075886	-0.033710570671804774	0.06538104568423231	-0.02204889225177315	-0.041710114702815555	-0.02507163323782142	-0.031227480182561728	-0.027700831024931986	-0.029233660471913704	-0.03218110192531687	0.04266706310859992	0.09423213861856072	0.051861221539574114	-0.0377877018206809	0.09073579870377307	-0.03470715835141028	0.04570637119113583	-0.005894757612006855	-0.014174344436567215	-0.0129745454545457	-0.03348434114634719	0.09475819645311223	-0.03156233561283677	0.05625806451613073	0.060351002865329746	-0.01542354500542234	0.4837662337662347	0.2557050906963151	0.07492089415126815	-0.01212488632919079	-0.0129745454545457	-0.032008249757360156	0.05247475583512773	-0.03882208124230664	-0.0413899754389159	0.21039562986260382	0.5260389268805892	1.0	-0.03246753246753205	0.13246438314641346	0.19452887537993696
regulation of cellular macromolecule biosynthetic process	-0.02141327623126435	-0.07560684440907216	0.2326855354115039	0.062342038753159607	0.061441330458885224	0.18454265709316325	0.19076615468508595	-0.027201632097926143	-0.03727865796831213	-0.05462348809988318	0.187042909844023	-0.04376367614879595	-0.051275131561193586	-0.03953170138360957	-0.03953170138360957	-0.059215396002961336	0.1862845445240537	0.04901531728665176	-0.0736648250460403	-0.045753503002574046	-0.029895366218237532	-0.03492617875853236	0.1783463574489539	0.25526932084309134	0.06944986344127954	0.062005773816996304	0.19961277831558505	0.129780392693439	0.11669792293266328	-0.03492617875853236	0.18454265709316325	0.23866527008828367	-0.029895366218237532	0.11415957111321348	-0.024377503047186968	-0.015020653398421357	-0.06465019625952392	0.2733801207768893	0.21406234237869423	0.29321251495982226	0.20655239748318402	0.06944986344127954	-0.052980132450329245	-0.018298261665141598	0.0781708032050029	0.1273711738922243	-0.07744433688286617	-0.03964711987545438	-0.06942937730527292	0.07683840193391037	0.1547987616099072	-0.04169148302561019	0.05176526717557338	-0.04950495049504937	-0.013265704252827085	0.07862742870128421	-0.051275131561193586	-0.027201632097926143	0.05093513728611329	0.11058519793459504	0.05847520355292326	0.19961277831558505	-0.04950495049504937	0.22156309187721093	-0.018298261665141598	0.27816756087494837	0.19629317607413638	0.062005773816996304	0.08588525167194723	-0.04376367614879595	-0.04169148302561019	0.24887659868648454	-0.06711409395973068	-0.03727865796831213	-0.03492617875853236	-0.015020653398421357	0.27816756087494837	0.09561729134235382	-0.045753503002574046	0.213260761999011	0.10103764799787136	-0.045753503002574046	-0.06335797254487943	-0.03246753246753205	1.0	-0.015020653398421357	-0.029895366218237532
